id,source_string,original_EN,translated_FR,translated_ZH
DMS-127,en,You admire people because you see positive qualities you posses in them.,Vous admirez les gens parce que vous voyez en eux des qualités positives que vous possédez.,你敬佩别人，因为你在他们身上看到了你所拥有的积极品质。
DMS-128,en,"Everything needs time to grow, so when you feel weak or down know that it is only a matter of time until you feel stronger and happier.","Tout a besoin de temps pour grandir, alors lorsque vous vous sentez faible ou abattu, sachez que ce n'est qu'une question de temps avant que vous ne vous sentiez plus fort et plus heureux.",一切都需要时间来成长，所以当你感到虚弱或沮丧时，要知道这只是一个时间问题，直到你感到更强大和更快乐。
DMS-129,en,"You deserve happiness, so don't settle for less..","Vous méritez le bonheur, alors ne vous contentez pas de moins...",你应该得到幸福，所以不要满足于此。
DMS-130,en,New opportunities and paths are always present. Sometimes you have to search a bit.,De nouvelles opportunités et de nouveaux chemins sont toujours présents. Il faut parfois chercher un peu.,新的机会和道路总是存在的。有时，你必须寻找一下。
DMS-131,en,Losing a job does not mean the end of your career.,La perte d'un emploi ne signifie pas la fin de votre carrière.,丢掉工作并不意味着你职业生涯的结束。
DMS-132,en,"Listen to music, eat good, or look at pictures from happy times to start your day off right.","Écoutez de la musique, mangez bien ou regardez des photos de moments heureux pour bien commencer la journée.",听听音乐，吃点好东西，或者看看快乐时光的照片，以开始你的一天。
DMS-133,en,You have everything you need within yourself. You only need to trust it.,Vous avez tout ce dont vous avez besoin en vous. Il vous suffit de lui faire confiance.,你在自己体内拥有你所需要的一切。你只需要相信它。
DMS-134,en,"Talk to yourself like you talk to others. We are often the meanest towards ourselves, but treat someone else with the respect and kindness we all deserve.","Parlez à vous-même comme vous parlez aux autres. Nous sommes souvent les plus méchants envers nous-mêmes, mais traitez quelqu'un d'autre avec le respect et la gentillesse que nous méritons tous.",像对别人一样对自己说话。我们往往对自己最刻薄，但对待别人，我们都应该得到尊重和善待。
DMS-135,en,Don't be afraid to take time to indulge yourself because you are worth it.,"N'ayez pas peur de prendre le temps de vous faire plaisir, car vous le valez bien.",不要害怕花时间来放纵自己，因为你值得这样做。
DMS-136,en,"Know that this is only one of the many obstacles you have encountered in your life. You have overcame these before, so you will do it again.","Sachez que ce n'est qu'un des nombreux obstacles que vous avez rencontrés dans votre vie. Vous les avez surmontés auparavant, alors vous le ferez à nouveau.",要知道，这只是你生活中遇到的众多障碍之一。你之前已经克服了这些，所以你会再次做到。
DMS-137,en,"Your mental health IS a priority, you do not have to feel guilty for making it a priority and taking care of yourself.","Votre santé mentale EST une priorité, vous n'avez pas à vous sentir coupable d'en faire une priorité et de prendre soin de vous.",你的心理健康是一个优先事项，你不必为把它作为优先事项和照顾自己而感到内疚。
DMS-138,en,Doing what you can is always enough.,Faire ce que l'on peut est toujours suffisant.,做你能做的事总是足够的。
DMS-139,en,It's okay to feel however you're feeling; your emotions are completely valid.,Il est normal de ressentir ce que vous ressentez ; vos émotions sont tout à fait valables.,无论你的感觉如何，都是可以的；你的情绪是完全有效的。
DMS-140,en,"I know you're fighting your own battles, wiping away your tears and picking yourself back up, but I urge you to not forget to pat yourself on the back and recognize the incredible amount of strength you have too!","Je sais que vous êtes en train de mener vos propres combats, d'essuyer vos larmes et de vous relever, mais je vous invite à ne pas oublier de vous féliciter et de reconnaître l'incroyable force dont vous disposez !",我知道你正在与自己的战斗，擦掉眼泪，重新振作起来，但我敦促你不要忘记拍拍自己的背，承认你也有令人难以置信的力量!
DMS-141,en,"When fighting your way through what can feel like an uphill battle, don't forget to look back at how far you've already come and the battles you've overcome.","Lorsque vous vous frayez un chemin dans ce qui peut sembler être une bataille difficile, n'oubliez pas de regarder le chemin parcouru et les batailles que vous avez surmontées.",当你在可能感觉是一场艰苦的战斗中奋力拼搏时，不要忘记回顾你已经走了多远，以及你已经克服的战斗。
DMS-142,en,Relapsing does not erase the victories you've had in the past.,La rechute n'efface pas les victoires que vous avez eues dans le passé.,复发并不能抹去你在过去取得的胜利。
DMS-143,en,"Try to remember that there is no such things as ""one size fits all"" for coping strategies. This like exercise, yoga and meditation are not the only options. Find what grounds you, and if what helps you changes over time that's okay. I know it can feel like maybe you're losing interest in your hobbies and interests again, but sometimes it may be that you're growing and need to try new things. Change isn't always a bad thing.","Essayez de vous rappeler qu'il n'existe pas de stratégie d'adaptation unique. L'exercice, le yoga et la méditation ne sont pas les seules options. Trouvez ce qui vous convient, et si ce qui vous aide change avec le temps, ce n'est pas grave. Je sais que vous pouvez avoir l'impression de perdre à nouveau l'intérêt pour vos passe-temps et vos centres d'intérêt, mais parfois, c'est peut-être parce que vous grandissez et avez besoin d'essayer de nouvelles choses. Le changement n'est pas toujours une mauvaise chose.","试着记住，应对策略没有 ""一刀切 ""的说法。像运动、瑜伽和冥想并不是唯一的选择。找到适合你的方法，如果帮助你的方法随着时间的推移而改变，也没有关系。我知道这可能会让人觉得也许你对你的爱好和兴趣又失去了兴趣，但有时这可能是你在成长，需要尝试新的东西。改变并不总是一件坏事。"
DMS-144,en,The comeback is always stronger than the setback.,Le retour est toujours plus fort que le revers.,复出的力量总是比挫折的力量大。
DMS-145,en,"Clouds come floating into my life, no longer to carry rain or usher storm, but to add colour to my sunset sky.  - Rabindranath Tagore","Les nuages viennent flotter dans ma vie, non plus pour porter la pluie ou annoncer la tempête, mais pour ajouter de la couleur à mon ciel de coucher de soleil.  - Rabindranath Tagore",云朵飘进我的生活，不再是为了携带雨水或迎来风暴，而是为我的日落天空增添色彩。  - 拉宾德拉纳特-泰戈尔
DMS-146,en,"When I'm stuck in a day that's grey and lonely, I just stick up my chin and grin and say, the sun will come out tomorrow! Bet your bottom dollar that tomorrow, there'll be sun! -Annie","Quand je suis coincée dans une journée grise et solitaire, je lève le menton, je souris et je me dis que le soleil apparaîtra demain ! Pariez votre dernier dollar que demain, il y aura du soleil ! -Annie",当我被困在灰暗和孤独的日子里时，我就抬起下巴，咧嘴一笑，说，明天会有太阳的！这就是我的想法。赌上你的底钱，明天会有太阳!-安尼
DMS-147,en,It's okay if you can't handle everything today.,Ce n'est pas grave si vous ne pouvez pas tout gérer aujourd'hui.,如果你今天不能处理所有的事情，那也没关系。
DMS-148,en,Life is too short to spend at war with yourself. Spend time loving yourself.,La vie est trop courte pour la passer en guerre contre soi-même. Passez du temps à vous aimer.,生命太短暂了，不能与自己打仗。花点时间爱自己。
DMS-149,en,You are allowed to set boundaries with yourself and others.,Vous avez le droit de fixer des limites avec vous-même et avec les autres.,你被允许对自己和他人设定界限。
DMS-150,en,Small steps are still steps towards progress. Don't discount any of your progress.,Les petits pas sont toujours des pas vers le progrès. Ne négligez aucun de vos progrès.,小的步骤仍然是走向进步的步骤。不要低估你的任何进展。
DMS-151,en,"Be humble, cry it out, learn to forgive, practice mindfulness, black out the negative and focus on what you love.","Soyez humble, pleurez, apprenez à pardonner, pratiquez la pleine conscience, supprimez les aspects négatifs et concentrez-vous sur ce que vous aimez.",谦虚一点，哭出来，学会原谅，练习正念，抹去负面的东西，专注于你喜欢的东西。
DMS-152,en,Success is walking from failure to failure with no loss of enthusiasm. -Winston Churchill,Le succès consiste à marcher d'échec en échec sans perdre son enthousiasme. -Winston Churchill,成功就是在失败中走来走去，没有失去热情。-温斯顿-丘吉尔
DMS-153,en,"You're doing your best and if no one is proud of you, then be proud of yourself, they will come around.","Tu fais de ton mieux et si personne n'est fier de toi, alors sois fier de toi, ils finiront par se réveiller.",你正在尽力而为，如果没有人以你为荣，那就为自己骄傲吧，他们会回心转意的。
DMS-154,en,"Say it out loud: I am a work of art, I am full of love, I am enough, I deserve to be happy, I am a light in the world, I deserve growth and recovery, I am worthy.","Dites-le à haute voix : Je suis une œuvre d'art, je suis plein d'amour, je suis suffisant, je mérite d'être heureux, je suis une lumière dans le monde, je mérite la croissance et le rétablissement, je suis digne.",大声说出来。我是一件艺术品，我充满了爱，我是足够的，我应该得到幸福，我是世界上的一盏灯，我应该得到成长和恢复，我是值得的。
DMS-155,en,"Life is unpredictable. Not everything is in our control. But as long as you're with the right people, you can handle anything- Brooklyn Nine-Nine","La vie est imprévisible. On ne peut pas tout contrôler. Mais tant que vous êtes avec les bonnes personnes, vous pouvez tout gérer - Brooklyn Nine-Nine",生活是不可预测的。不是一切都在我们的控制之中。但是，只要你和正确的人在一起，你就可以处理任何事情--《布鲁克林九号》。
DMS-156,en,The only thing stronger than fear is hope,La seule chose plus forte que la peur est l'espoir,唯一比恐惧更强大的是希望
DMS-157,en,Even the smallest person can make a big difference- Disney,Même la plus petite personne peut faire une grande différence - Disney,即使是最小的人也能带来巨大的变化--迪士尼
DMS-158,en,"Inhale the future, exhale the past","Inspirez le futur, expirez le passé.",吸入未来，呼出过去
DMS-159,en,"When the world says ""give up"", hope whispers ""try one more time""","Quand le monde dit ""abandonne"", l'espoir murmure ""essaie encore une fois"".","当世界说 ""放弃 ""时，希望轻声说 ""再试一次"""
DMS-160,en,"The past can hurt. But the way I see it, you can either run from it or learn from it. -The Lion King","Le passé peut faire mal. Mais de la façon dont je le vois, on peut soit le fuir, soit en tirer une leçon. -Le Roi Lion",过去的事情会造成伤害。但在我看来，你要么逃避它，要么从它那里学习。-狮子王
DMS-161,en,Our fate lives within us. You only have to be brave enough to see it- Brave,Notre destin vit en nous. Il suffit d'être assez courageux pour le voir - Brave,我们的命运就在我们心中。你只需勇敢地看到它-- 勇敢地
DMS-162,en,If you keep on believing the dream that you dare to dream will come true- Cinderella,"Si vous continuez à croire, le rêve que vous osez rêver deviendra réalité - Cendrillon",如果你继续相信，你敢于梦想的梦想就会成真--灰姑娘
DMS-163,en,Where there is kindness there is goodness. And where there is goodness there is magic! - Disney,"Là où il y a de la gentillesse, il y a de la bonté. Et là où il y a de la bonté, il y a de la magie ! - Disney",有善良的地方就有善良。有善意的地方就有魔力!- 迪斯尼
DMS-164,en,It never hurts to keep looking for sunshine - Eeyore,Cela ne fait jamais de mal de continuer à chercher le soleil - Bourriquet,继续寻找阳光永远不会有坏处 - 屹立不摇
DMS-165,en,When life gets you down you know what you gotta do? Just keep swimming! - Finding Nemo,"Quand la vie te déprime, tu sais ce que tu dois faire ? Continuer à nager ! - Le monde de Nemo",当生活让你失望时，你知道你要做什么吗？就是继续游泳!- 海底捞
DMS-166,en,"Hakuna Matata, it means no worries for the rest of your days!- The Lion King","Hakuna Matata, ça veut dire pas de soucis pour le reste de vos jours!- Le Roi Lion",哈库拉-马塔塔，它意味着在你的余下日子里没有烦恼！--《狮子王》。
DMS-167,en,"I never look back darling, it distracts from the now. - The Incredibles","Je ne regarde jamais en arrière, chéri, ça détourne l'attention du présent. - Les Incroyables",我从不回顾过去，亲爱的，它分散了对现在的注意力。- 不可思议的人
DMS-168,en,A true hero isn't measured by the size of their strength of by the size of their heart- Hercules,Un vrai héros ne se mesure pas à la taille de sa force mais à la taille de son cœur - Hercule,真正的英雄不是以其力量的大小来衡量，而是以其心的大小来衡量--海格力斯
DMS-169,en,Sometimes the right path is not the easy one,"Parfois, le bon chemin n'est pas le plus facile",有时，正确的道路并不容易
DMS-170,en,"When life throws you rainy days, learn to play in the puddles! - Winnie the Pooh","Lorsque la vie vous réserve des jours pluvieux, apprenez à jouer dans les flaques d'eau ! - Winnie l'ourson",当生活给你带来雨天的时候，要学会在水坑里玩耍!- 小熊维尼
DMS-171,en,"Remember, just when the caterpillar thinks the world is over, it transforms into a butterfly","Rappelez-vous, au moment où la chenille pense que le monde est fini, elle se transforme en papillon.",请记住，当毛毛虫认为世界已经结束的时候，它就会变成一只蝴蝶。
DMS-172,en,Look beyond what you see and dream!,Regardez au-delà de ce que vous voyez et rêvez !,超越你所看到的和梦想!
DMS-173,en,Be stronger than the storm,Soyez plus fort que la tempête,要比风暴更强大
DMS-174,en,Each time you try you get a little better,"Chaque fois que tu essaies, tu t'améliores un peu.",每一次的尝试都会让你变得更好一点
DMS-175,en,Today is going to be awesome!,Cette journée va être géniale !,今天一定会很精彩!
DMS-176,en,Take a moment to love and accept your body today.,Prenez un moment pour aimer et accepter votre corps aujourd'hui.,今天花点时间来爱和接受你的身体。
DMS-177,en,"A little consideration, a little thought for others, makes all the difference. Eeyore","Un peu de considération, une petite pensée pour les autres, fait toute la différence. Bourriquet",稍微考虑一下，为他人考虑一下，就会有很大的不同。屹立不倒
DMS-178,en,"You're time is limited, so don't waste it living someone else's life.- Steve Jobs","Votre temps est limité, ne le gaspillez pas en vivant la vie de quelqu'un d'autre - Steve Jobs.",你的时间是有限的，所以不要浪费它去过别人的生活。
DMS-179,en,"Because you are alive, everything is possible -Thich Nhat Hanh","Parce que vous êtes en vie, tout est possible -Thich Nhat Hanh",因为你活着，所以一切皆有可能 -Thich Nhat Hanh
DMS-180,en,Don't change yourself to make others comfortable.,Ne vous changez pas pour mettre les autres à l'aise.,不要为了让别人舒服而改变自己。
DMS-181,en,"Hope is a passion for what's possible. -Tim Huff, Bent Hope","L'espoir est une passion pour ce qui est possible. -Tim Huff, Bent Hope",希望是对可能发生的事情的一种热情。蒂姆-赫夫，弯曲的希望
DMS-182,en,"Let your heart remind you that you deserve good things, even when your brain has convinced you that you don't.","Laissez votre cœur vous rappeler que vous méritez de bonnes choses, même si votre cerveau vous a convaincu du contraire.",让你的心提醒你，你应该得到好东西，即使你的大脑让你相信你不值得。
DMS-183,en,The sun will rise and we will try again. Twenty One Pilots,Le soleil se lèvera et nous essaierons à nouveau. Twenty One Pilots,太阳将升起，我们将再次尝试。二十一号飞行员
DMS-184,en,Act as if what you do makes a difference. Because it does. William James,Agissez comme si ce que vous faites faisait une différence. Parce que c'est le cas. William James,表现得好像你所做的事情会带来改变。因为它确实如此。威廉-詹姆斯
DMS-185,en,"Success is not final, failure is not fatal: it is the courage to continue that counts. Winston Churchill","Le succès n'est pas définitif, l'échec n'est pas fatal : c'est le courage de continuer qui compte. Winston Churchill",成功不是最终的，失败不是致命的：重要的是有勇气继续下去。温斯顿-丘吉尔
DMS-186,en,Believe you can and you're halfway there Theodore Roosevelt,Croyez que vous pouvez et vous êtes à mi-chemin Theodore Roosevelt,相信你可以，你就成功了一半 西奥多-罗斯福
DMS-187,en,"I can't change the direction of the wind, but I can adjust my sails to always reach my destination. Jimmy Dean","Je ne peux pas changer la direction du vent, mais je peux ajuster mes voiles pour toujours atteindre ma destination. Jimmy Dean",我不能改变风的方向，但我可以调整我的帆，以始终到达我的目的地。吉米-迪恩
DMS-188,en,"Life is like riding a bicycle. To keep your balance, you must keep moving Albert Einstein","La vie, c'est comme faire du vélo. Pour garder votre équilibre, vous devez continuer à bouger Albert Einstein",生活就像骑自行车。为了保持平衡，你必须不断地移动 阿尔伯特-爱因斯坦
DMS-189,en,You are never too old to set another goal or to dream a new dream. C.S Lewis,On n'est jamais trop vieux pour se fixer un autre objectif ou pour faire un nouveau rêve. C.S Lewis,你永远不会太老，可以设定另一个目标或梦想一个新的梦想。C.S.刘易斯
DMS-190,en,You do not find the happy life. You make it. Camilla Kimball,On ne trouve pas la vie heureuse. On la fabrique. Camilla Kimball,你并没有找到幸福的生活。是你创造了它。卡米拉-金博尔
DMS-191,en,It isn't where you came from; it's where you're going that counts Ella Fitzgerald,"Ce n'est pas d'où vous venez, c'est où vous allez qui compte Ella Fitzgerald",重要的不是你从哪里来，而是你要去哪里 艾拉-菲茨杰拉德
DMS-192,en,It is never too late to be what you might have been. George Eliot,Il n'est jamais trop tard pour être ce que l'on aurait pu être. George Eliot,成为你可能成为的人，永远不会太晚。乔治-艾略特
DMS-193,en,Keep close anything that makes you happy.,Gardez près de vous tout ce qui vous rend heureux.,靠近任何使你快乐的东西。
DMS-194,en,Some look for a beautiful place while others makes a place beautiful Hazrat Khan,Certains cherchent un bel endroit tandis que d'autres rendent un endroit beau Hazrat Khan,有些人在寻找一个美丽的地方，而有些人则使一个地方变得美丽，Hazrat Khan
DMS-195,en,Keep your face to the sunshine and you cannot see a shadow Helen Keller,Gardez votre visage vers le soleil et vous ne verrez pas d'ombre Helen Keller,脸朝向阳光，就看不到影子 海伦-凯勒
DMS-196,en,"If I cannot do great things, I can do small things in a great way Martin Luther King Jr.","Si je ne peux pas faire de grandes choses, je peux faire de petites choses d'une grande manière Martin Luther King Jr.",如果我不能做伟大的事情，我可以用伟大的方式做小事情，马丁-路德-金。
DMS-197,en,"Nothing is impossible. The word itself says 'I'm possible'"" - Audrey Hepburn","Rien n'est impossible. Le mot lui-même dit 'je suis possible'"" - Audrey Hepburn","没有什么是不可能的。这个词本身就说明'我是可能的'"" - 奥黛丽-赫本"
DMS-198,en,We do not need magic to transform our world. We carry all the power we need inside ourselves already - J.K. Rowling,Nous n'avons pas besoin de magie pour transformer notre monde. Nous portons déjà en nous tout le pouvoir dont nous avons besoin - J.K. Rowling,我们不需要魔法来改变我们的世界。我们的内心已经拥有所有需要的力量 - J.K. 罗琳
DMS-199,en,"Hold your head high. You were not made for failure, you were made for victory! - Anne Gilchrist","Gardez la tête haute. Vous n'êtes pas fait pour l'échec, vous êtes fait pour la victoire ! - Anne Gilchrist",抬起你的头。你不是为失败而生的，你是为胜利而生的!- 安妮-吉尔克里斯特
DMS-200,en,Your presence is your power!,Votre présence est votre pouvoir !,你的存在就是你的力量!
DMS-201,en,Keep going. You hardest times often lead to the greatest moments of your life. Tough situations build strong people in the end - Roy T. Bennet,Continuez. Les moments les plus difficiles mènent souvent aux plus grands moments de votre vie. Les situations difficiles construisent des personnes fortes à la fin - Roy T. Bennet,继续前进。你最困难的时候往往会带来你生命中最伟大的时刻。艰难的环境最终会造就强大的人 - 罗伊-T-贝内特
DMS-202,en,You are a Unique Beautiful Soul. Shine bright,Vous êtes une belle âme unique. Brillez.,你是一个独特的美丽灵魂。闪耀光芒
DMS-203,en,It is safe to show up and be seen,Il est sûr de se montrer et d'être vu,出现并被看到是安全的
DMS-204,en,You can do this. Progress not Perfection. - Tisha Rowe,"Vous pouvez le faire. Le progrès, pas la perfection. - Tisha Rowe",你可以做到这一点。进步而不是完美。- Tisha Rowe
DMS-205,en,"You are bold, you are brilliant, and you are beautiful - Ashley Graham","Vous êtes audacieuse, vous êtes brillante et vous êtes belle - Ashley Graham",你是大胆的，你是聪明的，你是美丽的 - 阿什利-格雷厄姆
DMS-206,en,Your feelings matter. You matter.,Vos sentiments sont importants. Tu es important.,你的感觉很重要。你很重要。
DMS-207,en,Spread love everywhere you go Mother Teresa,Répandez l'amour partout où vous allez Mère Teresa,走到哪里都要传播爱 德蕾莎修女
DMS-208,en,Don't wait because the time will never be just right Napolean Hill,"N'attendez pas, car le moment ne sera jamais propice Napoléon Hill",不要等待，因为时间永远不会恰到好处 拿破仑-希尔
DMS-209,en,Words and idea's can change the world Robin Williams,Les mots et les idées peuvent changer le monde Robin Williams,言语和想法可以改变世界 罗宾-威廉姆斯
DMS-210,en,Each person must live their life as a model for others Rosa Parks,Chaque personne doit vivre sa vie comme un modèle pour les autres Rosa Parks,每个人都必须将自己的生活作为他人的榜样，罗莎-帕克斯
DMS-211,en,Celebrate the small wins,Célébrez les petites victoires,庆祝小胜利
DMS-212,en,It's hard to beat a person who never gives up Babe Ruth,Il est difficile de battre une personne qui n'abandonne jamais Babe Ruth,很难打败一个从不放弃的人，贝比-鲁斯
DMS-213,en,Happiness is not  something ready made. It comes from your own actions Dalai Lama XIV,Le bonheur n'est pas quelque chose de tout fait. Il vient de vos propres actions Dalai Lama XIV,幸福不是现成的东西。它来自于你自己的行动 达赖喇嘛十四世
DMS-214,en,Your passion is waiting for your courage to catch up Isabelle Lafleche,Votre passion attend que votre courage la rattrape Isabelle Lafleche,你的激情正等待着你的勇气来追赶，伊莎贝尔-拉弗莱什
DMS-215,en,People who wonder if the class is half empty or half full miss the point. The glass is refillable Unknown,Les personnes qui se demandent si la classe est à moitié vide ou à moitié pleine passent à côté de l'essentiel. Le verre est rechargeable Inconnu,怀疑课堂是半空还是半满的人错过了重点。杯子是可以重新装满的。
DMS-216,en,The hard days are what make you stronger Aly Raisman,Les jours difficiles sont ce qui vous rend plus fort Aly Raisman,艰难的日子让你更强大 阿利-雷斯曼
DMS-217,en,"If opportunity doesn't knock, build a door Kurt Cobain","Si l'opportunité ne frappe pas, construisez une porte Kurt Cobain",如果机会不敲门，那就造一扇门吧，库尔特-柯本
DMS-218,en,"Work hard in silence, let your sucess be the noise Frank Ocean","Travaillez dur en silence, laissez votre succès être le bruit Frank Ocean",在沉默中努力工作，让你的成功成为噪音，Frank Ocean
DMS-219,en,"At any given moment, you have the power to say: this is not how the story is going to end Unknown","À tout moment, vous avez le pouvoir de dire : ce n'est pas comme ça que l'histoire va se terminer Inconnu.",在任何时候，你都有权力说：故事的结局不是这样的。
DMS-220,en,“Develop enough courage so that you can stand up for yourself and then stand up for somebody else” - Maya Angelou,Développez suffisamment de courage pour pouvoir vous défendre et ensuite défendre quelqu'un d'autre - Maya Angelou,"""培养足够的勇气，使你能够为自己站出来，然后为别人站出来""--Maya Angelou"
DMS-221,en,“Growth is painful. Change is painful. But nothing is as painful as staying stuck somewhere you don't belong.” – Mandy Hale,La croissance est douloureuse. Le changement est douloureux. Mais rien n'est aussi douloureux que de rester coincé là où on n'a pas sa place. - Mandy Hale,"""成长是痛苦的。改变是痛苦的。但没有什么比呆在你不属于的地方更痛苦的了。""- 曼迪-黑尔"
DMS-222,en,“Accept both compliments and criticism. It takes both sun and rain for a flower to grow.” -Marek Kośniowski.,Acceptez à la fois les compliments et les critiques. Il faut du soleil et de la pluie pour qu'une fleur pousse. -Marek Kośniowski.,"""既接受赞美，也接受批评。一朵花的成长既需要阳光也需要雨水""。-马雷克-科兹尼奥夫斯基。"
DMS-223,en,"“Your past is just a story. And once you realize this, it has no power over you.” ― Chuck Palahniuk","Votre passé n'est qu'une histoire. Et une fois que vous l'avez réalisé, il n'a aucun pouvoir sur vous. - Chuck Palahniuk","""你的过去只是一个故事。而一旦你意识到这一点，它就没有权力支配你了。""- 查克-帕拉纽克"
DMS-224,en,"“Sometimes when things are falling apart, they may actually be falling into place.”– J. Lynn.","Parfois, quand les choses s'écroulent, elles se mettent en place. J. Lynn.","""有时，当事情分崩离析时，它们实际上可能正在落到实处。""--J. 林恩。"
DMS-225,en,"""Breathe, Darling. This is just a chapter. It's not your whole story."" - S. C. Lourie
","""Respire, chérie. Ce n'est qu'un chapitre. Ce n'est pas toute ton histoire."" - S. C. Lourie
","""呼吸，亲爱的。这只是一个章节。它不是你的整个故事。""- S. C. Lourie
"
DMS-226,en,"Although the world is full of suffering, it is full also of the overcoming of it - Helen Keller","Bien que le monde soit rempli de souffrances, il est également rempli de personnes qui les surmontent - Helen Keller",虽然世界充满了痛苦，但也充满了对痛苦的克服--海伦-凯勒。
DMS-227,en,"“There is hope, even when your brain tells you there isn’t.” —John Green","Il y a de l'espoir, même quand votre cerveau vous dit qu'il n'y en a pas. -John Green","""有希望，即使你的大脑告诉你没有希望""。-约翰-格林"
DMS-228,en,“You say you’re ‘depressed’ – all I see is resilience. You are allowed to feel messed up and inside out. It doesn’t mean you’re defective – it just means you’re human.”—David Mitchell,Tu dis que tu es 'déprimé' - tout ce que je vois c'est de la résilience. Tu as le droit de te sentir mal et à l'envers. Cela ne signifie pas que tu es défectueux - cela signifie simplement que tu es humain.-David Mitchell,"""你说你是'抑郁症'--我看到的是复原力。你被允许感到混乱和内向。这并不意味着你有缺陷--这只意味着你是人类。""--大卫-米切尔"
DMS-229,en,"“Our greatest glory is not in never falling, but in rising every time we fall.” —Confucius","Notre plus grande gloire n'est pas de ne jamais tomber, mais de nous relever chaque fois que nous tombons. -Confucius","""我们最大的荣耀不在于从不跌倒，而在于每次跌倒时都能站起来。""-孔夫子"
DMS-230,en,Be patient with yourself. Nothing in nature blooms all year.,Soyez patient avec vous-même. Rien dans la nature ne fleurit toute l'année.,对自己要有耐心。自然界中没有什么东西是全年开花的。
DMS-231,en,"Not all storms come to disrupt your life, some come to clear your path.","Toutes les tempêtes ne viennent pas pour perturber votre vie, certaines viennent pour dégager votre chemin.",不是所有的风暴都来扰乱你的生活，有些风暴是来清理你的道路。
DMS-232,en,"Remember, growing might feel like breaking at first","Rappelez-vous, grandir peut donner l'impression de se briser au début",请记住，成长的过程中，一开始可能会感觉到破碎
DMS-233,en,"Give yourself another day, another chance. You will find your courage eventually. Don’t give up on yourself just yet.","Donnez-vous un autre jour, une autre chance. Vous finirez par trouver votre courage. Ne renoncez pas à vous-même pour l'instant.",再给自己一天时间，再给自己一次机会。你最终会找到你的勇气。现在还不要放弃自己。
DMS-234,en,You can't heal if you keep pretending that you're not hurt,Vous ne pouvez pas guérir si vous continuez à prétendre que vous n'êtes pas blessé.,如果你一直假装你没有受伤，你就无法痊愈。
DMS-235,en,Healing is not linear,La guérison n'est pas linéaire,愈合不是线性的
DMS-236,en,"Give yourself a chance to develop and grow, to get where you want to be.","Donnez-vous une chance de vous développer et de grandir, pour arriver là où vous voulez être.",给自己一个发展和成长的机会，以达到你想达到的目标。
DMS-237,en,Work on yourself instead of breaking yourself because you're not there yet.,Travaillez sur vous-même au lieu de vous briser parce que vous n'y êtes pas encore.,在自己身上下功夫，而不是因为你还没有达到目的而打破自己。
DMS-238,en,You cannot serve as your own motivating and criticizing 'enemy' if you're not simultaneously your own best friend and biggest fan. It works both ways.,"Vous ne pouvez pas être votre propre ""ennemi"" motivant et critiquant si vous n'êtes pas en même temps votre meilleur ami et votre plus grand fan. Cela fonctionne dans les deux sens.","如果你不是同时是你自己最好的朋友和最大的粉丝，你就不能成为你自己的激励和批评的 ""敌人""。它是双向的。"
DMS-239,en,Have patience with yourself. Nobody every got better overnight. You'll get wherever you need to be in time.,Soyez patient avec vous-même. Personne ne s'est jamais amélioré du jour au lendemain. Vous arriverez là où vous devez être avec le temps.,对自己要有耐心。没有人能够在一夜之间变得更好。你会及时到达你需要去的地方。
DMS-240,en,"For now, remember that everyday that you survive is a step forward, and you have survived many tough days that you thought wouldn't pass. Be proud of yourself and keep going.","Pour l'instant, souvenez-vous que chaque jour où vous survivez est un pas en avant, et que vous avez survécu à de nombreux jours difficiles que vous pensiez ne pas pouvoir passer. Soyez fier de vous et continuez à avancer.",现在，请记住，你生存的每一天都是一个进步，你已经度过了许多你认为不会过去的艰难日子。为自己感到骄傲，继续前进。
DMS-241,en,"Forgive yourself. Not just once. Again, and again, and again. As many time as it takes to find peace","Pardonnez-vous. Pas seulement une fois. Encore, et encore, et encore. Autant de fois qu'il le faut pour trouver la paix",原谅自己。不仅仅是一次。再一次，再一次，再一次。要多少次才能找到平静
DMS-242,en,"This morning, let go of everything you didn't do right, the negative things people have said, and focus on all you are becoming.","Ce matin, laissez tomber tout ce que vous n'avez pas fait correctement, les choses négatives que les gens ont dites, et concentrez-vous sur tout ce que vous êtes en train de devenir.",今天早上，放下你没有做对的一切，放下人们所说的负面事情，专注于你正在成为的一切。
DMS-243,en,"Love yourself, but take it slow. For love to bloom it requires time, patience, respect, understanding, and vulnerability. Accepting your true self and fallling in love with it is a process that cannot be devalued or rushed.","Aimez-vous, mais allez-y doucement. Pour que l'amour s'épanouisse, il faut du temps, de la patience, du respect, de la compréhension et de la vulnérabilité. Accepter sa véritable personnalité et tomber amoureux d'elle est un processus qui ne peut être dévalorisé ou précipité.",爱自己，但要慢慢来。爱的绽放需要时间、耐心、尊重、理解和脆弱。接受真实的自我并爱上它是一个不能贬低或仓促的过程。
DMS-244,en,"You're not a victim for sharing your story. You are a survivor setting the world on fire with your truth. And you never know who needs your light, your warmth, and raging courage. - Alex Elle","Vous n'êtes pas une victime pour avoir partagé votre histoire. Vous êtes une survivante qui enflamme le monde avec votre vérité. Et on ne sait jamais qui a besoin de votre lumière, de votre chaleur et de votre courage furieux. - Alex Elle",你不是一个分享你的故事的受害者。你是一个幸存者，用你的真相点燃了世界。而你永远不知道谁需要你的光芒、你的温暖和汹涌的勇气。- 亚历克斯-艾尔
